name,billing_address,billing_city,billing_state,billing_zip,shipping_name,shipping_address,shipping_city,shipping_state,shipping_zip,print_as,contact_firstname,contact_lastname,contact_email,phone,type,
Crust - Summerville,1097 N. Main St.,Summerville,SC,29438,Crust - Summerville,1097 N. Main St.,Summerville,SC,29438,Crust - Summerville,Dusty,Chorvat,,,B,
Dulce,101 Sawmill Drive,Summerville,SC,29483,Dulce,101 Sawmill Drive,Summerville,SC,29483,Dulce,Ericka,Kalinowski,,,B,
Earth Fare - Summerville,1101 N. Main St,Summerville,SC,29483,Earth Fare - Summerville,1101 N. Main St,Summerville,SC,29483,Earth Fare - Summerville,Elyse,Giannetti,,,B,
Graze - Summerville,115 East 5th North Street,Summerville,SC,29483,Graze - Summerville,115 East 5th North Street,Summerville,SC,29483,Graze - Summerville,Mike,.,,,B,
Marigolds,145 Central Ave,Summerville,SC,29483,Marigolds,145 Central Ave,Summerville,SC,29483,Marigolds,Laura,Gaskins,,,B,
Culinary Creation,2000 Popular Grove Place,Summerville,SC,29483,Culinary Creation,2000 Popular Grove Place,Summerville,SC,29483,Culinary Creation,Elissa,Childers,,,B,
West Farm Cafe and Market,100 Old Trolley Road Suite A,Summerville,SC,29485,West Farm Cafe and Market,100 Old Trolley Road,Summerville,SC,29485,West Farm Cafe and Market,Hunter,Lott,,,B,
Monli Company,10825 Dorchester Rd apt 3045,Summerville,SC,29485,Monli Company,10825 Dorchester Rd,Summerville,SC,29485,Monli Company,Rose,Moon,,,B,
BkeD,4846 Buttercup Way,Summerville,SC,29485,BkeD,4846 Buttercup Way,Summerville,SC,29485,BkeD,Keila,Viera,,,B,
Harris Teeter #355,680 Bacons Bridge Road,Summerville,SC,29485,Harris Teeter #355,680 Bacons Bridge Road,Summerville,SC,29485,Harris Teeter #355,Bob,Law,,,B,
Harris Teeter #363,9500 Dorchester Road,Summerville,SC,29485,Harris Teeter #363,9500 Dorchester Road,Summerville,SC,29485,Harris Teeter #363,Dillon,Mains,,,B,
"Archway Academy, Inc.",P.O. Box 753,Sumter,SC,29154,"Archway Academy, Inc.",P.O. Box 753,Sumter,SC,29154,"Archway Academy, Inc.",,,,,B,
Pearlz Oyster Bar,9 Magnolia Road,West Ashley,SC,29407,Pearlz Oyster Bar,9 Magnolia Road,West Ashley,SC,29407,Pearlz Oyster Bar,Joe,Passarini,,,B,
Terra,100 State Street,West Columbia,SC,29169,Terra,100 State Street,West Columbia,SC,29169,Terra,Mike,Simmons,,,B,
Senn Brothers Produce,327 Wholesale Ln.,West Columbia,SC,29172,Senn Brothers Produce,327 Wholesale Ln.,West Columbia,SC,29172,Senn Brothers Produce,Daniel,Castleberry,,,B,
492 King,492 King Street,Charleston,SC,29403,492 King,492 King Street,Charleston,SC,29403,492 King,Dave,Bucks,dave@relishgroupinc.com,843-709-1446,B,
Butter Tapas,5070 International Blvd #108,North Charleston,SC,29418,Butter Tapas,5070 International Blvd #108,North Charleston,SC,29418,Butter Tapas,April,Robinson,buttercupcakes843@gmail.com,843-751-9533,B,
Cannonborough Beverage Co,7325 Cross County Road,North Charleston,SC,29418,Cannonborough Beverage Co,7325 Cross County Road,North Charleston,SC,29418,Cannonborough Beverage Co,Mick,Matricciano,mick.matricciano@gmail.com,843-437-7825,B,
Charleston Wine and Food Festival,1629 Meeting Street,Charleston,SC,29403,Charleston Wine and Food Festival,1629 Meeting Street,Charleston,SC,29403,Charleston Wine and Food Festival,Brittany,.,brittany@charlestonwineandfoodfestival.com,703-850-1205,B,
Home Team BBQ - Aspen,990 Morrison Drive,Charleston,SC,29403,Home Team BBQ- Aspen,990 Morrison Drive,Charleston,SC,29403,Home Team BBQ- Aspen,Taylor,Garrigan,taylor@hometeambbq.com,,B,
Lowcountry Kettle,5600 Rivers Avenue,Charleston,SC,29406,Lowcountry Kettle,5600 Rivers Avenue,Charleston,SC,29406,Lowcountry Kettle,Andrew,Trumbull,andrew@lowcountrykettle.com,304-685-4454,B,
Lowland Farms CSA,3702 River Road,Johns Island,SC,29455,Lowland Farms CSA,3702 River Road,Johns Island,SC,29455,Lowland Farms CSA,Kenneth,Melvin,skinnyziggy@yahoo.com,843-860-0476,B,
Momo Gastrotruck & Catering,2244 Ashley Crossing Dr #436,Charleston,SC,29414,Momo Gastrotruck & Catering,2244 Ashley Crossing Dr #436,Charleston,SC,29414,Momo Gastrotruck & Catering,Justin,Moore,momocharleston@gmail.com,843-801-3564,B,
Ruke's,990 Morrison Drive,Charleston,SC,29403,Ruke's,990 Morrison Drive,Charleston,SC,29403,Ruke's,Arthur,Brown,artbrown911@gmail.com,843-276-3778,B,
Saint James Episcopal Church,1872 Camp Rd,Charleston,SC,29412,Saint James Episcopal Church,1872 Camp Rd,Charleston,SC,29412,Saint James Episcopal Church,Art,Field,field74@knology.net,843-345-9984,B,
Short Grain,"2225 Ashley River Rd, Apt 378",Charleston,SC,29414,Short Grain,990 morrison Drive,Charleston,SC,29403,Short Grain,Corrie,Wachob,shortgrain.info@gmail.com,716-984-3030,B,
Southern Keep,119 Spring Street,Charleston,SC,29403,Southern Keep,119 Spring Street,Charleston,SC,29403,Southern Keep,Trey,Dutton,keepsouthern@gmail.com,843-906-4772,B,
The Farm Store,584 Bultman Dr #2,Sumter,SC,29150,The Farm Store,584 Bultman Dr #2,Sumter,SC,29150,The Farm Store,Mike,Dellinger,farmstoresumter@sc.rr.com,803-464-1374,B,
The Swamp Fox Restaurant,387 King Street,Charleston,SC,29403,The Swamp Fox Restaurant,387 King Street,Charleston,SC,29403,The Swamp Fox Restaurant,Simon,Andrews,simon.andrews@thefrancismarion.com,843-200-3329,B,
Tradesman Brewing,1639 Tatum Street,Charleston,SC,29412,Tradesman Brewing,1639 Tatum Street,Charleston,SC,29412,Tradesman Brewing,Sara,Gayle,sg@tradesmanbrewing.com,843-819-1519,B,
